path,subject,feature,standardized_beta,n_events
sub-anm217330/sub-anm217330_ses-20131126_behavior+icephys+ogen.nwb,anm217330,signed_log_pretouch_velocity,0.16199723535162916,353
sub-anm217330/sub-anm217330_ses-20131126_behavior+icephys+ogen.nwb,anm217330,signed_log_pretouch_acceleration,-0.03491204783564404,353
sub-anm217330/sub-anm217330_ses-20131126_behavior+icephys+ogen.nwb,anm217330,distance_to_pole_at_touch,-0.04226029235427622,353
sub-anm217330/sub-anm217330_ses-20131126_behavior+icephys+ogen.nwb,anm217330,theta_at_touch_deg,-0.20229950015217654,353
sub-anm217330/sub-anm217330_ses-20131126_behavior+icephys+ogen.nwb,anm217330,signed_log_curvature,0.07262729685686006,353
sub-anm217330/sub-anm217330_ses-20131126_behavior+icephys+ogen.nwb,anm217330,log_abs_curvature,-0.04720081394493572,353
sub-anm217330/sub-anm217330_ses-20131126_behavior+icephys+ogen.nwb,anm217330,log_touch_duration,0.04869896260085121,353
sub-anm226692/sub-anm226692_ses-20140224_behavior+icephys+ogen.nwb,anm226692,log_amplitude,0.07777600735553972,667
sub-anm226692/sub-anm226692_ses-20140224_behavior+icephys+ogen.nwb,anm226692,signed_log_pretouch_velocity,0.030549844111580793,667
sub-anm226692/sub-anm226692_ses-20140224_behavior+icephys+ogen.nwb,anm226692,signed_log_pretouch_acceleration,0.016569630565704308,667
sub-anm226692/sub-anm226692_ses-20140224_behavior+icephys+ogen.nwb,anm226692,distance_to_pole_at_touch,0.005773051764453394,667
sub-anm226692/sub-anm226692_ses-20140224_behavior+icephys+ogen.nwb,anm226692,theta_at_touch_deg,-0.15359707783110738,667
sub-anm226692/sub-anm226692_ses-20140224_behavior+icephys+ogen.nwb,anm226692,signed_log_curvature,-0.011765034801921776,667
sub-anm226692/sub-anm226692_ses-20140224_behavior+icephys+ogen.nwb,anm226692,log_abs_curvature,-0.04624361620438907,667
sub-anm226692/sub-anm226692_ses-20140224_behavior+icephys+ogen.nwb,anm226692,log_touch_duration,0.016015618004943246,667
sub-anm226694/sub-anm226694_ses-20140222_obj-1noi7y3_behavior+icephys+ogen.nwb,anm226694,log_amplitude,-0.0984768609559146,384
sub-anm226694/sub-anm226694_ses-20140222_obj-1noi7y3_behavior+icephys+ogen.nwb,anm226694,signed_log_pretouch_velocity,0.026764929962911778,384
sub-anm226694/sub-anm226694_ses-20140222_obj-1noi7y3_behavior+icephys+ogen.nwb,anm226694,signed_log_pretouch_acceleration,0.11479741922439372,384
sub-anm226694/sub-anm226694_ses-20140222_obj-1noi7y3_behavior+icephys+ogen.nwb,anm226694,distance_to_pole_at_touch,-0.05704492378465363,384
sub-anm226694/sub-anm226694_ses-20140222_obj-1noi7y3_behavior+icephys+ogen.nwb,anm226694,theta_at_touch_deg,1.0661411682090773,384
sub-anm226694/sub-anm226694_ses-20140222_obj-1noi7y3_behavior+icephys+ogen.nwb,anm226694,signed_log_curvature,0.11256489606752168,384
sub-anm226694/sub-anm226694_ses-20140222_obj-1noi7y3_behavior+icephys+ogen.nwb,anm226694,log_abs_curvature,0.06389056306719061,384
sub-anm226694/sub-anm226694_ses-20140222_obj-1noi7y3_behavior+icephys+ogen.nwb,anm226694,log_touch_duration,0.06970493153626652,384
sub-anm226694/sub-anm226694_ses-20140222_obj-cj20ns_behavior+icephys+ogen.nwb,anm226694,log_amplitude,-0.1532185215636168,384
sub-anm226694/sub-anm226694_ses-20140222_obj-cj20ns_behavior+icephys+ogen.nwb,anm226694,signed_log_pretouch_velocity,0.04543148944093956,384
sub-anm226694/sub-anm226694_ses-20140222_obj-cj20ns_behavior+icephys+ogen.nwb,anm226694,signed_log_pretouch_acceleration,0.14895609278085392,384
sub-anm226694/sub-anm226694_ses-20140222_obj-cj20ns_behavior+icephys+ogen.nwb,anm226694,distance_to_pole_at_touch,-0.07144248663238109,384
sub-anm226694/sub-anm226694_ses-20140222_obj-cj20ns_behavior+icephys+ogen.nwb,anm226694,theta_at_touch_deg,0.23516006685704005,384
sub-anm226694/sub-anm226694_ses-20140222_obj-cj20ns_behavior+icephys+ogen.nwb,anm226694,signed_log_curvature,-0.2708185655099558,384
sub-anm226694/sub-anm226694_ses-20140222_obj-cj20ns_behavior+icephys+ogen.nwb,anm226694,log_abs_curvature,0.11370289606567609,384
sub-anm226694/sub-anm226694_ses-20140222_obj-cj20ns_behavior+icephys+ogen.nwb,anm226694,log_touch_duration,0.11942566934086825,384
sub-anm226694/sub-anm226694_ses-20140225_behavior+icephys+ogen.nwb,anm226694,log_amplitude,0.09823709231425302,509
sub-anm226694/sub-anm226694_ses-20140225_behavior+icephys+ogen.nwb,anm226694,signed_log_pretouch_velocity,0.15726358197187804,509
sub-anm226694/sub-anm226694_ses-20140225_behavior+icephys+ogen.nwb,anm226694,signed_log_pretouch_acceleration,0.07203277278315855,509
sub-anm226694/sub-anm226694_ses-20140225_behavior+icephys+ogen.nwb,anm226694,distance_to_pole_at_touch,-0.10457201764953773,509
sub-anm226694/sub-anm226694_ses-20140225_behavior+icephys+ogen.nwb,anm226694,theta_at_touch_deg,0.2580175450338377,509
sub-anm226694/sub-anm226694_ses-20140225_behavior+icephys+ogen.nwb,anm226694,signed_log_curvature,0.07182369963564694,509
sub-anm226694/sub-anm226694_ses-20140225_behavior+icephys+ogen.nwb,anm226694,log_abs_curvature,-0.19741320806002902,509
sub-anm226694/sub-anm226694_ses-20140225_behavior+icephys+ogen.nwb,anm226694,log_touch_duration,0.2129036722543833,509
sub-anm226695/sub-anm226695_ses-20140224_obj-1d0uka0_behavior+icephys+ogen.nwb,anm226695,log_amplitude,0.06095340860932082,83
sub-anm226695/sub-anm226695_ses-20140224_obj-1d0uka0_behavior+icephys+ogen.nwb,anm226695,signed_log_pretouch_velocity,0.5242390434931233,83
sub-anm226695/sub-anm226695_ses-20140224_obj-1d0uka0_behavior+icephys+ogen.nwb,anm226695,signed_log_pretouch_acceleration,0.013973074404681537,83
sub-anm226695/sub-anm226695_ses-20140224_obj-1d0uka0_behavior+icephys+ogen.nwb,anm226695,distance_to_pole_at_touch,-0.007234459465560006,83
sub-anm226695/sub-anm226695_ses-20140224_obj-1d0uka0_behavior+icephys+ogen.nwb,anm226695,theta_at_touch_deg,-0.6122752742598161,83
sub-anm226695/sub-anm226695_ses-20140224_obj-1d0uka0_behavior+icephys+ogen.nwb,anm226695,signed_log_curvature,0.22026834926712666,83
sub-anm226695/sub-anm226695_ses-20140224_obj-1d0uka0_behavior+icephys+ogen.nwb,anm226695,log_abs_curvature,0.33994808764670065,83
sub-anm226695/sub-anm226695_ses-20140224_obj-1d0uka0_behavior+icephys+ogen.nwb,anm226695,log_touch_duration,0.09108030086263635,83
sub-anm226695/sub-anm226695_ses-20140224_obj-y42tpg_behavior+icephys+ogen.nwb,anm226695,log_amplitude,0.3991813216242014,139
sub-anm226695/sub-anm226695_ses-20140224_obj-y42tpg_behavior+icephys+ogen.nwb,anm226695,signed_log_pretouch_velocity,-0.6052653231217798,139
sub-anm226695/sub-anm226695_ses-20140224_obj-y42tpg_behavior+icephys+ogen.nwb,anm226695,signed_log_pretouch_acceleration,-0.10053433075151606,139
sub-anm226695/sub-anm226695_ses-20140224_obj-y42tpg_behavior+icephys+ogen.nwb,anm226695,distance_to_pole_at_touch,0.17268929193448454,139
sub-anm226695/sub-anm226695_ses-20140224_obj-y42tpg_behavior+icephys+ogen.nwb,anm226695,theta_at_touch_deg,0.5416171109235447,139
sub-anm226695/sub-anm226695_ses-20140224_obj-y42tpg_behavior+icephys+ogen.nwb,anm226695,signed_log_curvature,0.2363323053991143,139
sub-anm226695/sub-anm226695_ses-20140224_obj-y42tpg_behavior+icephys+ogen.nwb,anm226695,log_abs_curvature,0.3056896500522374,139
sub-anm226695/sub-anm226695_ses-20140224_obj-y42tpg_behavior+icephys+ogen.nwb,anm226695,log_touch_duration,0.15719735640699123,139
sub-anm226695/sub-anm226695_ses-20140225_behavior+icephys+ogen.nwb,anm226695,log_amplitude,0.0013374746540601723,162
sub-anm226695/sub-anm226695_ses-20140225_behavior+icephys+ogen.nwb,anm226695,signed_log_pretouch_velocity,0.12243358209562819,162
sub-anm226695/sub-anm226695_ses-20140225_behavior+icephys+ogen.nwb,anm226695,signed_log_pretouch_acceleration,0.11639698894702515,162
sub-anm226695/sub-anm226695_ses-20140225_behavior+icephys+ogen.nwb,anm226695,distance_to_pole_at_touch,0.05857661503383842,162
sub-anm226695/sub-anm226695_ses-20140225_behavior+icephys+ogen.nwb,anm226695,theta_at_touch_deg,0.7595597725498983,162
sub-anm226695/sub-anm226695_ses-20140225_behavior+icephys+ogen.nwb,anm226695,signed_log_curvature,-0.17756045220762864,162
sub-anm226695/sub-anm226695_ses-20140225_behavior+icephys+ogen.nwb,anm226695,log_abs_curvature,0.3102018869467736,162
sub-anm226695/sub-anm226695_ses-20140225_behavior+icephys+ogen.nwb,anm226695,log_touch_duration,-0.18662149645531725,162
sub-anm234230/sub-anm234230_ses-20140119_behavior+icephys+ogen.nwb,anm234230,log_amplitude,0.19606700355793671,306
sub-anm234230/sub-anm234230_ses-20140119_behavior+icephys+ogen.nwb,anm234230,signed_log_pretouch_velocity,0.2977126998092907,306
sub-anm234230/sub-anm234230_ses-20140119_behavior+icephys+ogen.nwb,anm234230,signed_log_pretouch_acceleration,-0.06561925281188091,306
sub-anm234230/sub-anm234230_ses-20140119_behavior+icephys+ogen.nwb,anm234230,distance_to_pole_at_touch,0.0663867480774278,306
