path,subject,n_events,n_protraction,n_retraction,base_predictive_score,phase_predictive_score,delta_predictive_score,response_window_ms,minimum_neighbor_ms,endpoint,base_model,phase_basis,regularization_strength,n_selected_events,n_sessions,n_subjects,n_modeled_events,median_delta_predictive_score,mean_delta_predictive_score,n_positive,n_nonzero,p_two_sided,p_sign_two_sided,ci_low,ci_high
sub-anm217330/sub-anm217330_ses-20131126_behavior+icephys+ogen.nwb,anm217330,410.0,367.0,43.0,0.007961015007379446,0.0044395308942292155,-0.0035214841131502306,50,50,count,continuous_kinematics,two_harmonics,1.0,12773,35,20,12296,0.008415940023145163,0.016722216893263114,15,20,0.0019855499267578125,0.04138946533203125,0.0021393472664958946,0.025959805888270432
sub-anm226692/sub-anm226692_ses-20140224_behavior+icephys+ogen.nwb,anm226692,800.0,648.0,152.0,0.0244536876681688,0.03196091963990966,0.0075072319717408575,50,50,count,continuous_kinematics,two_harmonics,1.0,12773,35,20,12296,0.008415940023145163,0.016722216893263114,15,20,0.0019855499267578125,0.04138946533203125,0.0021393472664958946,0.025959805888270432
sub-anm226694/sub-anm226694_ses-20140222_obj-1noi7y3_behavior+icephys+ogen.nwb,anm226694,440.0,333.0,107.0,0.019644556756435283,0.032561993878448936,0.012917437122013653,50,50,count,continuous_kinematics,two_harmonics,1.0,12773,35,20,12296,0.008415940023145163,0.016722216893263114,15,20,0.0019855499267578125,0.04138946533203125,0.0021393472664958946,0.025959805888270432
sub-anm226694/sub-anm226694_ses-20140222_obj-cj20ns_behavior+icephys+ogen.nwb,anm226694,442.0,380.0,62.0,0.061653205637742126,0.07856283634487737,0.016909630707135248,50,50,count,continuous_kinematics,two_harmonics,1.0,12773,35,20,12296,0.008415940023145163,0.016722216893263114,15,20,0.0019855499267578125,0.04138946533203125,0.0021393472664958946,0.025959805888270432
sub-anm226694/sub-anm226694_ses-20140225_behavior+icephys+ogen.nwb,anm226694,596.0,368.0,228.0,0.09803242540591617,0.14244276434487768,0.04441033893896151,50,50,count,continuous_kinematics,two_harmonics,1.0,12773,35,20,12296,0.008415940023145163,0.016722216893263114,15,20,0.0019855499267578125,0.04138946533203125,0.0021393472664958946,0.025959805888270432
sub-anm226695/sub-anm226695_ses-20140224_obj-1d0uka0_behavior+icephys+ogen.nwb,anm226695,114.0,98.0,16.0,0.0448705544609207,0.06839682537241043,0.023526270911489733,50,50,count,continuous_kinematics,two_harmonics,1.0,12773,35,20,12296,0.008415940023145163,0.016722216893263114,15,20,0.0019855499267578125,0.04138946533203125,0.0021393472664958946,0.025959805888270432
sub-anm226695/sub-anm226695_ses-20140224_obj-y42tpg_behavior+icephys+ogen.nwb,anm226695,186.0,170.0,16.0,0.10314052214639402,0.13333941398489402,0.030198891838499997,50,50,count,continuous_kinematics,two_harmonics,1.0,12773,35,20,12296,0.008415940023145163,0.016722216893263114,15,20,0.0019855499267578125,0.04138946533203125,0.0021393472664958946,0.025959805888270432
sub-anm226695/sub-anm226695_ses-20140225_behavior+icephys+ogen.nwb,anm226695,200.0,131.0,69.0,0.05422543226877441,0.10816370841714962,0.05393827614837521,50,50,count,continuous_kinematics,two_harmonics,1.0,12773,35,20,12296,0.008415940023145163,0.016722216893263114,15,20,0.0019855499267578125,0.04138946533203125,0.0021393472664958946,0.025959805888270432
sub-anm234230/sub-anm234230_ses-20140119_behavior+icephys+ogen.nwb,anm234230,365.0,296.0,69.0,0.04382981063268665,0.04618485083777257,0.002355040205085923,50,50,count,continuous_kinematics,two_harmonics,1.0,12773,35,20,12296,0.008415940023145163,0.016722216893263114,15,20,0.0019855499267578125,0.04138946533203125,0.0021393472664958946,0.025959805888270432
sub-anm234231/sub-anm234231_ses-20140126_behavior+icephys+ogen.nwb,anm234231,238.0,187.0,51.0,0.04697807093281803,0.03932891374441927,-0.007649157188398759,50,50,count,continuous_kinematics,two_harmonics,1.0,12773,35,20,12296,0.008415940023145163,0.016722216893263114,15,20,0.0019855499267578125,0.04138946533203125,0.0021393472664958946,0.025959805888270432
