merge_a,merge_b,analysis,response_window_ms,baseline_window_ms,minimum_previous_interval_ms,n_groups,median,n_positive,n_nonzero,p_wilcoxon,p_sign,q_wilcoxon
anm217330,jf35892,baseline_subtracted_rate,50,10.0,50,19,0.0158847815830023,11,19,0.5677604675292969,0.6476058959960938,0.7097005844116211
anm217330,jf35892,baseline_subtracted_rate,50,10.0,100,18,-0.02178452974123865,7,18,0.468292236328125,0.480682373046875,0.6521739130434783
anm217330,jf35892,baseline_subtracted_rate,50,10.0,250,2,-0.05142430343574234,1,2,1.0,1.0,1.0
anm217330,jf35892,baseline_subtracted_rate,50,20.0,0,19,0.1346120080383669,13,19,0.003917694091796875,0.1670684814453125,0.023816426595052082
anm217330,jf35892,baseline_subtracted_rate,50,20.0,20,19,0.1223797095430841,13,19,0.00457763671875,0.1670684814453125,0.023816426595052082
anm217330,jf35892,baseline_subtracted_rate,50,20.0,30,19,0.1332961170991126,13,19,0.01082611083984375,0.1670684814453125,0.027065277099609375
anm217330,jf35892,baseline_subtracted_rate,50,20.0,50,19,0.0158847815830023,12,19,0.1956329345703125,0.359283447265625,0.34523459041819854
anm217330,jf35892,baseline_subtracted_rate,50,20.0,100,18,-0.02191943399520165,8,18,0.6705245971679688,0.8145294189453125,0.7450273301866319
anm217330,jf35892,baseline_subtracted_rate,50,20.0,250,2,-0.0672924713718695,1,2,1.0,1.0,1.0
anm217330,jf35892,baseline_subtracted_rate,50,30.0,0,19,0.1627356550292969,14,19,0.002399444580078125,0.063568115234375,0.023816426595052082
anm217330,jf35892,baseline_subtracted_rate,50,30.0,20,19,0.1536137042663175,13,19,0.007144927978515625,0.1670684814453125,0.023816426595052082
anm217330,jf35892,baseline_subtracted_rate,50,30.0,30,19,0.1575822234025173,14,19,0.005329132080078125,0.063568115234375,0.023816426595052082
anm217330,jf35892,baseline_subtracted_rate,50,30.0,50,19,0.010733797968194599,11,19,0.3524589538574219,0.6476058959960938,0.5565141376696134
anm217330,jf35892,baseline_subtracted_rate,50,30.0,100,18,-0.0209416505104604,8,18,0.6705245971679688,0.8145294189453125,0.7450273301866319
anm217330,jf35892,baseline_subtracted_rate,50,30.0,250,2,-0.09375053134909314,0,2,0.5,0.5,0.6521739130434783
anm217330,jf35892,baseline_subtracted_rate,50,40.0,0,19,0.1444526977415275,15,19,0.002838134765625,0.0192108154296875,0.023816426595052082
anm217330,jf35892,baseline_subtracted_rate,50,40.0,20,19,0.1335835383091964,13,19,0.00945281982421875,0.1670684814453125,0.025780417702414772
anm217330,jf35892,baseline_subtracted_rate,50,40.0,30,19,0.1715889469908439,13,19,0.007144927978515625,0.1670684814453125,0.023816426595052082
anm217330,jf35892,baseline_subtracted_rate,50,40.0,50,19,0.0167439512417854,10,19,0.22532272338867188,1.0,0.3755378723144531
anm217330,jf35892,baseline_subtracted_rate,50,40.0,100,18,-0.0155266369042942,8,18,0.6705245971679688,0.8145294189453125,0.7450273301866319
anm217330,jf35892,baseline_subtracted_rate,50,40.0,250,2,-0.11625109158556345,0,2,0.5,0.5,0.6521739130434783
anm217330,jf35892,baseline_subtracted_rate,50,50.0,0,19,0.1395935069697032,15,19,0.002399444580078125,0.0192108154296875,0.023816426595052082
anm217330,jf35892,baseline_subtracted_rate,50,50.0,20,19,0.1229970425692137,13,19,0.00823211669921875,0.1670684814453125,0.02469635009765625
anm217330,jf35892,baseline_subtracted_rate,50,50.0,30,19,0.1563350612757886,13,19,0.007144927978515625,0.1670684814453125,0.023816426595052082
anm217330,jf35892,baseline_subtracted_rate,50,50.0,50,19,0.071154156564849,11,19,0.049365997314453125,0.6476058959960938,0.09256124496459961
anm217330,jf35892,baseline_subtracted_rate,50,50.0,100,18,-0.0231802027624686,8,18,0.8985748291015625,0.8145294189453125,0.9627587454659599
anm217330,jf35892,baseline_subtracted_rate,50,50.0,250,2,-0.10658187192309415,0,2,0.5,0.5,0.6521739130434783
anm217330,jf37166,post_only,10,,0,20,0.00923252956546945,11,20,1.0,0.8238029479980469,1.0
anm217330,jf37166,post_only,10,,20,20,-0.0008697940638600497,10,20,0.956329345703125,1.0,0.9893062196928879
anm217330,jf37166,post_only,10,,30,19,-0.005903262051202,9,19,0.7380905151367188,1.0,0.8857086181640625
anm217330,jf37166,post_only,10,,50,19,-0.01565845816163545,8,19,0.9217147827148438,0.6476058959960938,0.9875515529087612
anm217330,jf37166,post_only,10,,100,18,-0.03216376865984925,6,18,0.6094589233398438,0.237884521484375,0.778203010559082
anm217330,jf37166,post_only,10,,250,3,-0.0928174314796179,0,3,0.25,0.25,0.6818181818181818
anm217330,jf37166,post_only,20,,0,20,0.0123504181298809,11,20,0.5216732025146484,0.8238029479980469,0.751190185546875
anm217330,jf37166,post_only,20,,20,20,0.020037280086167605,12,20,0.34881019592285156,0.5034446716308594,0.751190185546875
anm217330,jf37166,post_only,20,,30,19,0.0026781620020156997,10,19,0.3524589538574219,1.0,0.751190185546875
anm217330,jf37166,post_only,20,,50,19,0.0300148131171612,12,19,0.18186569213867188,0.359283447265625,0.6818181818181818
anm217330,jf37166,post_only,20,,100,18,0.0047590908306196,10,18,0.550872802734375,0.8145294189453125,0.751190185546875
anm217330,jf37166,post_only,20,,250,3,-0.0956687218878489,0,3,0.25,0.25,0.6818181818181818
anm217330,jf37166,post_only,30,,0,19,0.0181454911056687,13,19,0.156402587890625,0.1670684814453125,0.6818181818181818
anm217330,jf37166,post_only,30,,20,19,0.0227200038264432,12,19,0.168792724609375,0.359283447265625,0.6818181818181818
anm217330,jf37166,post_only,30,,30,19,0.0256273746886862,13,19,0.11337661743164062,0.1670684814453125,0.6818181818181818
anm217330,jf37166,post_only,30,,50,19,0.035452081254332,11,19,0.156402587890625,0.6476058959960938,0.6818181818181818
anm217330,jf37166,post_only,30,,100,19,-0.020222937436708298,8,19,0.8905677795410156,0.6476058959960938,0.9875515529087612
anm217330,jf37166,post_only,30,,250,3,-0.1217673959799138,0,3,0.25,0.25,0.6818181818181818
anm217330,jf37166,post_only,40,,0,19,0.0041242212062642,11,19,0.4180412292480469,0.6476058959960938,0.751190185546875
anm217330,jf37166,post_only,40,,20,19,0.0020757340315611,10,19,0.6225624084472656,1.0,0.778203010559082
anm217330,jf37166,post_only,40,,30,19,0.0099099552839838,12,19,0.4653167724609375,0.359283447265625,0.751190185546875
anm217330,jf37166,post_only,40,,50,19,0.0014212466798105,10,19,0.4413337707519531,1.0,0.751190185546875
anm217330,jf37166,post_only,40,,100,18,-0.0429465880969918,5,18,0.24620819091796875,0.09625244140625,0.6818181818181818
anm217330,jf37166,post_only,40,,250,3,-0.097029412356623,0,3,0.25,0.25,0.6818181818181818
anm217330,jf37166,post_only,50,,0,19,-0.0013600714079572,9,19,0.5412178039550781,1.0,0.751190185546875
anm217330,jf37166,post_only,50,,20,19,-0.0023746533557242,9,19,0.48996734619140625,1.0,0.751190185546875
anm217330,jf37166,post_only,50,,30,19,0.0031900774640891,10,19,0.4653167724609375,1.0,0.751190185546875
anm217330,jf37166,post_only,50,,50,19,-0.0100438727185328,8,19,0.8905677795410156,0.6476058959960938,0.9875515529087612
anm217330,jf37166,post_only,50,,100,18,-0.03178933160144685,5,18,0.11870574951171875,0.09625244140625,0.6818181818181818
anm217330,jf37166,post_only,50,,250,2,-0.1063903969479221,0,2,0.5,0.5,0.751190185546875
anm217330,jf37166,baseline_subtracted_rate,50,10.0,0,19,0.10343445943259649,12,19,0.015972137451171875,0.359283447265625,0.036858778733473554
anm217330,jf37166,baseline_subtracted_rate,50,10.0,20,19,0.0573534456858365,13,19,0.02298736572265625,0.1670684814453125,0.0459747314453125
anm217330,jf37166,baseline_subtracted_rate,50,10.0,30,19,0.0618128222636151,14,19,0.0180816650390625,0.063568115234375,0.038746425083705356
anm217330,jf37166,baseline_subtracted_rate,50,10.0,50,19,0.0158847815830023,11,19,0.6507492065429688,0.6476058959960938,0.7230546739366319
anm217330,jf37166,baseline_subtracted_rate,50,10.0,100,18,-0.02178452974123865,7,18,0.3692169189453125,0.480682373046875,0.5538253784179688
anm217330,jf37166,baseline_subtracted_rate,50,10.0,250,2,-0.05142430343574234,1,2,1.0,1.0,1.0
anm217330,jf37166,baseline_subtracted_rate,50,20.0,0,19,0.1368126520769369,13,19,0.003917694091796875,0.1670684814453125,0.023816426595052082
anm217330,jf37166,baseline_subtracted_rate,50,20.0,20,19,0.1223797095430841,13,19,0.00457763671875,0.1670684814453125,0.023816426595052082
anm217330,jf37166,baseline_subtracted_rate,50,20.0,30,19,0.1332961170991126,13,19,0.01082611083984375,0.1670684814453125,0.027065277099609375
anm217330,jf37166,baseline_subtracted_rate,50,20.0,50,19,0.0158847815830023,12,19,0.18186569213867188,0.359283447265625,0.32093945671530333
anm217330,jf37166,baseline_subtracted_rate,50,20.0,100,18,-0.02191943399520165,8,18,0.6396942138671875,0.8145294189453125,0.7230546739366319
anm217330,jf37166,baseline_subtracted_rate,50,20.0,250,2,-0.0672924713718695,1,2,1.0,1.0,1.0
anm217330,jf37166,baseline_subtracted_rate,50,30.0,0,19,0.1627356550292969,14,19,0.002399444580078125,0.063568115234375,0.023816426595052082
anm217330,jf37166,baseline_subtracted_rate,50,30.0,20,19,0.1536137042663175,13,19,0.007144927978515625,0.1670684814453125,0.023816426595052082
anm217330,jf37166,baseline_subtracted_rate,50,30.0,30,19,0.1575822234025173,14,19,0.005329132080078125,0.063568115234375,0.023816426595052082
anm217330,jf37166,baseline_subtracted_rate,50,30.0,50,19,0.010733797968194599,11,19,0.3320655822753906,0.6476058959960938,0.5243140772769326
anm217330,jf37166,baseline_subtracted_rate,50,30.0,100,18,-0.0209416505104604,8,18,0.6094589233398438,0.8145294189453125,0.7230546739366319
anm217330,jf37166,baseline_subtracted_rate,50,30.0,250,2,-0.09375053134909314,0,2,0.5,0.5,0.6521739130434783
anm217330,jf37166,baseline_subtracted_rate,50,40.0,0,19,0.1444526977415275,15,19,0.002838134765625,0.0192108154296875,0.023816426595052082
anm217330,jf37166,baseline_subtracted_rate,50,40.0,20,19,0.1335835383091964,13,19,0.00945281982421875,0.1670684814453125,0.025780417702414772
anm217330,jf37166,baseline_subtracted_rate,50,40.0,30,19,0.1715889469908439,13,19,0.007144927978515625,0.1670684814453125,0.023816426595052082
anm217330,jf37166,baseline_subtracted_rate,50,40.0,50,19,0.0167439512417854,10,19,0.21011734008789062,1.0,0.35019556681315106
anm217330,jf37166,baseline_subtracted_rate,50,40.0,100,18,-0.0155266369042942,8,18,0.6396942138671875,0.8145294189453125,0.7230546739366319
anm217330,jf37166,baseline_subtracted_rate,50,40.0,250,2,-0.11625109158556345,0,2,0.5,0.5,0.6521739130434783
anm217330,jf37166,baseline_subtracted_rate,50,50.0,0,19,0.1395935069697032,15,19,0.002399444580078125,0.0192108154296875,0.023816426595052082
anm217330,jf37166,baseline_subtracted_rate,50,50.0,20,19,0.1229970425692137,13,19,0.00823211669921875,0.1670684814453125,0.02469635009765625
anm217330,jf37166,baseline_subtracted_rate,50,50.0,30,19,0.1563350612757886,13,19,0.007144927978515625,0.1670684814453125,0.023816426595052082
anm217330,jf37166,baseline_subtracted_rate,50,50.0,50,19,0.071154156564849,11,19,0.049365997314453125,0.6476058959960938,0.09256124496459961
anm217330,jf37166,baseline_subtracted_rate,50,50.0,100,18,-0.0231802027624686,8,18,0.7987060546875,0.8145294189453125,0.8557564871651786
anm217330,jf37166,baseline_subtracted_rate,50,50.0,250,2,-0.10658187192309415,0,2,0.5,0.5,0.6521739130434783
anm226692,anm226694,post_only,10,,0,20,0.0147340648009076,11,20,0.7011814117431641,0.8238029479980469,0.8414176940917969
anm226692,anm226694,post_only,10,,20,20,0.014043597906656399,11,20,0.5958194732666016,0.8238029479980469,0.744774341583252
anm226692,anm226694,post_only,10,,30,19,-0.0022217054977021,9,19,0.9843215942382812,1.0,1.0
anm226692,anm226694,post_only,10,,50,19,-0.01228320199144805,9,19,0.8595733642578125,1.0,0.9550815158420138
anm226692,anm226694,post_only,10,,100,18,-0.02333571661618105,7,18,1.0,0.480682373046875,1.0
anm226692,anm226694,post_only,10,,250,3,-0.0928174314796179,0,3,0.25,0.25,0.5775833129882812
anm226692,anm226694,post_only,20,,0,20,0.04537778790958793,12,20,0.2305126190185547,0.5034446716308594,0.5775833129882812
anm226692,anm226694,post_only,20,,20,20,0.037401021865902155,13,20,0.14290618896484375,0.26317596435546875,0.5775833129882812
anm226692,anm226694,post_only,20,,30,19,0.05859437746290575,11,19,0.168792724609375,0.6476058959960938,0.5775833129882812
anm226692,anm226694,post_only,20,,50,19,0.038010197878541,12,19,0.11337661743164062,0.359283447265625,0.5775833129882812
anm226692,anm226694,post_only,20,,100,18,0.005451673712558525,11,18,0.32472991943359375,0.480682373046875,0.5775833129882812
anm226692,anm226694,post_only,20,,250,3,-0.0956687218878489,0,3,0.25,0.25,0.5775833129882812
anm226692,anm226694,post_only,30,,0,19,0.0181454911056687,13,19,0.104156494140625,0.1670684814453125,0.5775833129882812
anm226692,anm226694,post_only,30,,20,19,0.0303197752713522,13,19,0.104156494140625,0.1670684814453125,0.5775833129882812
anm226692,anm226694,post_only,30,,30,19,0.030446515387166,14,19,0.07283401489257812,0.063568115234375,0.5775833129882812
anm226692,anm226694,post_only,30,,50,19,0.035452081254332,12,19,0.104156494140625,0.359283447265625,0.5775833129882812
anm226692,anm226694,post_only,30,,100,19,-0.0183424481425196,9,19,0.76800537109375,1.0,0.8861600435697116
anm226692,anm226694,post_only,30,,250,3,-0.1217673959799138,0,3,0.25,0.25,0.5775833129882812
anm226692,anm226694,post_only,40,,0,19,0.0044194482975804,11,19,0.3320655822753906,0.6476058959960938,0.5775833129882812
anm226692,anm226694,post_only,40,,20,19,0.0020757340315611,10,19,0.5152778625488281,1.0,0.702651630748402
anm226692,anm226694,post_only,40,,30,19,0.0099099552839838,13,19,0.2934989929199219,0.1670684814453125,0.5775833129882812
anm226692,anm226694,post_only,40,,50,19,0.00614068744217475,11,19,0.2934989929199219,0.6476058959960938,0.5775833129882812
anm226692,anm226694,post_only,40,,100,18,-0.029591133176182102,6,18,0.550872802734375,0.237884521484375,0.7185297426970109
anm226692,anm226694,post_only,40,,250,3,-0.097029412356623,0,3,0.25,0.25,0.5775833129882812
anm226692,anm226694,post_only,50,,0,19,-0.0013600714079572,9,19,0.4653167724609375,1.0,0.6979751586914062
anm226692,anm226694,post_only,50,,20,19,0.0127672274651798,10,19,0.2753410339355469,1.0,0.5775833129882812
anm226692,anm226694,post_only,50,,30,19,0.005071476333714402,11,19,0.37359619140625,0.6476058959960938,0.5898887232730263
anm226692,anm226694,post_only,50,,50,19,-0.0100438727185328,9,19,0.9217147827148438,1.0,0.9875515529087612
anm226692,anm226694,post_only,50,,100,18,-0.0251757501200814,6,18,0.34654998779296875,0.237884521484375,0.5775833129882812
anm226692,anm226694,post_only,50,,250,2,-0.1063903969479221,0,2,0.5,0.5,0.702651630748402
anm226692,anm226694,baseline_subtracted_rate,50,10.0,0,19,0.089947562925771,13,19,0.0061798095703125,0.1670684814453125,0.013242449079241072
anm226692,anm226694,baseline_subtracted_rate,50,10.0,20,19,0.0624498449528684,14,19,0.007144927978515625,0.063568115234375,0.01428985595703125
anm226692,anm226694,baseline_subtracted_rate,50,10.0,30,19,0.0715536129810177,15,19,0.005329132080078125,0.0192108154296875,0.012297997107872596
anm226692,anm226694,baseline_subtracted_rate,50,10.0,50,19,0.0161968290407778,12,19,0.312408447265625,0.359283447265625,0.4686126708984375
anm226692,anm226694,baseline_subtracted_rate,50,10.0,100,18,-0.008191928940134301,8,18,0.7660293579101562,0.8145294189453125,0.9192352294921875
anm226692,anm226694,baseline_subtracted_rate,50,10.0,250,2,-0.05142430343574234,1,2,1.0,1.0,1.0
anm226692,anm226694,baseline_subtracted_rate,50,20.0,0,19,0.1368126520769369,14,19,0.002838134765625,0.063568115234375,0.012297997107872596
anm226692,anm226694,baseline_subtracted_rate,50,20.0,20,19,0.1223797095430841,14,19,0.002838134765625,0.063568115234375,0.012297997107872596
anm226692,anm226694,baseline_subtracted_rate,50,20.0,30,19,0.129102857864001,14,19,0.005329132080078125,0.063568115234375,0.012297997107872596
anm226692,anm226694,baseline_subtracted_rate,50,20.0,50,19,0.029996551894031,13,19,0.104156494140625,0.1670684814453125,0.17359415690104166
anm226692,anm226694,baseline_subtracted_rate,50,20.0,100,18,-0.0047686120106421245,9,18,1.0,1.0,1.0
anm226692,anm226694,baseline_subtracted_rate,50,20.0,250,2,-0.0672924713718695,1,2,1.0,1.0,1.0
anm226692,anm226694,baseline_subtracted_rate,50,30.0,0,19,0.1596969895746452,14,19,0.002399444580078125,0.063568115234375,0.012297997107872596
anm226692,anm226694,baseline_subtracted_rate,50,30.0,20,19,0.14484406189692706,14,19,0.00457763671875,0.063568115234375,0.012297997107872596
anm226692,anm226694,baseline_subtracted_rate,50,30.0,30,19,0.1392507023379798,15,19,0.0033416748046875,0.0192108154296875,0.012297997107872596
anm226692,anm226694,baseline_subtracted_rate,50,30.0,50,19,0.0158847815830023,12,19,0.18186569213867188,0.359283447265625,0.28715635600842926
anm226692,anm226694,baseline_subtracted_rate,50,30.0,100,18,0.005885505798286501,9,18,0.9661178588867188,1.0,1.0
anm226692,anm226694,baseline_subtracted_rate,50,30.0,250,2,-0.09375053134909314,0,2,0.5,0.5,0.6521739130434783
anm226692,anm226694,baseline_subtracted_rate,50,40.0,0,19,0.1428882855699567,15,19,0.002838134765625,0.0192108154296875,0.012297997107872596
anm226692,anm226694,baseline_subtracted_rate,50,40.0,20,19,0.13091595525699265,14,19,0.005329132080078125,0.063568115234375,0.012297997107872596
anm226692,anm226694,baseline_subtracted_rate,50,40.0,30,19,0.1715889469908439,14,19,0.00457763671875,0.063568115234375,0.012297997107872596
anm226692,anm226694,baseline_subtracted_rate,50,40.0,50,19,0.03572758811009815,11,19,0.104156494140625,0.6476058959960938,0.17359415690104166
anm226692,anm226694,baseline_subtracted_rate,50,40.0,100,18,0.01123725981154235,9,18,0.8985748291015625,1.0,1.0
anm226692,anm226694,baseline_subtracted_rate,50,40.0,250,2,-0.11625109158556345,0,2,0.5,0.5,0.6521739130434783
anm226692,anm226694,baseline_subtracted_rate,50,50.0,0,19,0.13255134470085062,15,19,0.002399444580078125,0.0192108154296875,0.012297997107872596
anm226692,anm226694,baseline_subtracted_rate,50,50.0,20,19,0.1210254503071512,14,19,0.00457763671875,0.063568115234375,0.012297997107872596
anm226692,anm226694,baseline_subtracted_rate,50,50.0,30,19,0.1563350612757886,14,19,0.00457763671875,0.063568115234375,0.012297997107872596
anm226692,anm226694,baseline_subtracted_rate,50,50.0,50,19,0.0779004707109224,12,19,0.025821685791015625,0.359283447265625,0.0484156608581543
anm226692,anm226694,baseline_subtracted_rate,50,50.0,100,18,0.0038980251143132492,9,18,0.7660293579101562,1.0,0.9192352294921875
anm226692,anm226694,baseline_subtracted_rate,50,50.0,250,2,-0.10658187192309415,0,2,0.5,0.5,0.6521739130434783
anm226692,anm226695,post_only,10,,0,20,0.0147340648009076,11,20,0.7011814117431641,0.8238029479980469,0.8414176940917969
anm226692,anm226695,post_only,10,,20,20,0.014043597906656399,11,20,0.6215133666992188,0.8238029479980469,0.7768917083740234
anm226692,anm226695,post_only,10,,30,19,0.0084210471071416,10,19,0.8905677795410156,1.0,0.9541797637939453
anm226692,anm226695,post_only,10,,50,19,-0.01228320199144805,9,19,0.7380905151367188,1.0,0.8516429020808294
anm226692,anm226695,post_only,10,,100,18,-0.0180450292087564,7,18,0.9661178588867188,0.480682373046875,0.9843215942382812
anm226692,anm226695,post_only,10,,250,3,-0.0928174314796179,0,3,0.25,0.25,0.547184191252056
anm226692,anm226695,post_only,20,,0,20,0.04537778790958793,12,20,0.2305126190185547,0.5034446716308594,0.547184191252056
anm226692,anm226695,post_only,20,,20,20,0.037401021865902155,13,20,0.16495704650878906,0.26317596435546875,0.547184191252056
anm226692,anm226695,post_only,20,,30,19,0.05859437746290575,11,19,0.18186569213867188,0.6476058959960938,0.547184191252056
anm226692,anm226695,post_only,20,,50,19,0.038010197878541,13,19,0.09551239013671875,0.1670684814453125,0.547184191252056
anm226692,anm226695,post_only,20,,100,18,0.02889065762054295,11,18,0.30379486083984375,0.480682373046875,0.547184191252056
anm226692,anm226695,post_only,20,,250,3,-0.0956687218878489,0,3,0.25,0.25,0.547184191252056
anm226692,anm226695,post_only,30,,0,19,0.0238048628150489,13,19,0.08742904663085938,0.1670684814453125,0.547184191252056
anm226692,anm226695,post_only,30,,20,19,0.0303197752713522,13,19,0.09551239013671875,0.1670684814453125,0.547184191252056
anm226692,anm226695,post_only,30,,30,19,0.030446515387166,14,19,0.07283401489257812,0.063568115234375,0.547184191252056
anm226692,anm226695,post_only,30,,50,19,0.0541836004423411,12,19,0.104156494140625,0.359283447265625,0.547184191252056
anm226692,anm226695,post_only,30,,100,19,-0.0183424481425196,9,19,0.7982521057128906,1.0,0.886946784125434
anm226692,anm226695,post_only,30,,250,3,-0.1217673959799138,0,3,0.25,0.25,0.547184191252056
anm226692,anm226695,post_only,40,,0,19,0.0044194482975804,11,19,0.2753410339355469,0.6476058959960938,0.547184191252056
anm226692,anm226695,post_only,40,,20,19,0.0065654097357755,10,19,0.3954620361328125,1.0,0.5931930541992188
anm226692,anm226695,post_only,40,,30,19,0.0146234266598146,13,19,0.2934989929199219,0.1670684814453125,0.547184191252056
anm226692,anm226695,post_only,40,,50,19,0.0121136245138765,11,19,0.25792694091796875,0.6476058959960938,0.547184191252056
anm226692,anm226695,post_only,40,,100,18,-0.029591133176182102,6,18,0.44229888916015625,0.237884521484375,0.6031348488547585
anm226692,anm226695,post_only,40,,250,3,-0.097029412356623,0,3,0.25,0.25,0.547184191252056
anm226692,anm226695,post_only,50,,0,19,-0.0013600714079572,9,19,0.4180412292480469,1.0,0.5972017560686383
anm226692,anm226695,post_only,50,,20,19,0.0127672274651798,10,19,0.3320655822753906,1.0,0.547184191252056
anm226692,anm226695,post_only,50,,30,19,0.005071476333714402,11,19,0.3320655822753906,0.6476058959960938,0.547184191252056
anm226692,anm226695,post_only,50,,50,19,-0.0100438727185328,9,19,0.9843215942382812,1.0,0.9843215942382812
anm226692,anm226695,post_only,50,,100,18,-0.0251757501200814,6,18,0.34654998779296875,0.237884521484375,0.547184191252056
anm226692,anm226695,post_only,50,,250,2,-0.1063903969479221,0,2,0.5,0.5,0.6521739130434783
anm226692,anm226695,baseline_subtracted_rate,50,10.0,0,19,0.10343445943259649,13,19,0.005329132080078125,0.1670684814453125,0.011419568743024553
anm226692,anm226695,baseline_subtracted_rate,50,10.0,20,19,0.0624498449528684,14,19,0.0061798095703125,0.063568115234375,0.012359619140625
anm226692,anm226695,baseline_subtracted_rate,50,10.0,30,19,0.0715536129810177,15,19,0.00457763671875,0.0192108154296875,0.011419568743024553
anm226692,anm226695,baseline_subtracted_rate,50,10.0,50,19,0.0161968290407778,12,19,0.312408447265625,0.359283447265625,0.4686126708984375
anm226692,anm226695,baseline_subtracted_rate,50,10.0,100,18,-0.01501442094203585,8,18,0.7018814086914062,0.8145294189453125,0.8773517608642578
anm226692,anm226695,baseline_subtracted_rate,50,10.0,250,2,-0.05142430343574234,1,2,1.0,1.0,1.0
anm226692,anm226695,baseline_subtracted_rate,50,20.0,0,19,0.1368126520769369,14,19,0.002838134765625,0.063568115234375,0.011419568743024553
anm226692,anm226695,baseline_subtracted_rate,50,20.0,20,19,0.1223797095430841,14,19,0.002838134765625,0.063568115234375,0.011419568743024553
anm226692,anm226695,baseline_subtracted_rate,50,20.0,30,19,0.1332961170991126,14,19,0.005329132080078125,0.063568115234375,0.011419568743024553
anm226692,anm226695,baseline_subtracted_rate,50,20.0,50,19,0.029996551894031,13,19,0.104156494140625,0.1670684814453125,0.17359415690104166
anm226692,anm226695,baseline_subtracted_rate,50,20.0,100,18,-0.00633055592988605,9,18,1.0,1.0,1.0
anm226692,anm226695,baseline_subtracted_rate,50,20.0,250,2,-0.0672924713718695,1,2,1.0,1.0,1.0
anm226692,anm226695,baseline_subtracted_rate,50,30.0,0,19,0.1627356550292969,14,19,0.002399444580078125,0.063568115234375,0.011419568743024553
anm226692,anm226695,baseline_subtracted_rate,50,30.0,20,19,0.1536137042663175,14,19,0.00457763671875,0.063568115234375,0.011419568743024553
anm226692,anm226695,baseline_subtracted_rate,50,30.0,30,19,0.1575822234025173,15,19,0.0033416748046875,0.0192108154296875,0.011419568743024553
anm226692,anm226695,baseline_subtracted_rate,50,30.0,50,19,0.0158847815830023,12,19,0.18186569213867188,0.359283447265625,0.28715635600842926
anm226692,anm226695,baseline_subtracted_rate,50,30.0,100,18,0.0015664600104897996,9,18,0.9661178588867188,1.0,1.0
anm226692,anm226695,baseline_subtracted_rate,50,30.0,250,2,-0.09375053134909314,0,2,0.5,0.5,0.6521739130434783
anm226692,anm226695,baseline_subtracted_rate,50,40.0,0,19,0.1444526977415275,15,19,0.002838134765625,0.0192108154296875,0.011419568743024553
anm226692,anm226695,baseline_subtracted_rate,50,40.0,20,19,0.1335835383091964,14,19,0.005329132080078125,0.063568115234375,0.011419568743024553
anm226692,anm226695,baseline_subtracted_rate,50,40.0,30,19,0.1715889469908439,14,19,0.003917694091796875,0.063568115234375,0.011419568743024553
anm226692,anm226695,baseline_subtracted_rate,50,40.0,50,19,0.03572758811009815,11,19,0.104156494140625,0.6476058959960938,0.17359415690104166
anm226692,anm226695,baseline_subtracted_rate,50,40.0,100,18,0.00954306854718885,9,18,0.932281494140625,1.0,1.0
anm226692,anm226695,baseline_subtracted_rate,50,40.0,250,2,-0.11625109158556345,0,2,0.5,0.5,0.6521739130434783
anm226692,anm226695,baseline_subtracted_rate,50,50.0,0,19,0.1395935069697032,15,19,0.00202178955078125,0.0192108154296875,0.011419568743024553
anm226692,anm226695,baseline_subtracted_rate,50,50.0,20,19,0.1229970425692137,14,19,0.00457763671875,0.063568115234375,0.011419568743024553
anm226692,anm226695,baseline_subtracted_rate,50,50.0,30,19,0.1563350612757886,14,19,0.003917694091796875,0.063568115234375,0.011419568743024553
anm226692,anm226695,baseline_subtracted_rate,50,50.0,50,19,0.0779004707109224,12,19,0.025821685791015625,0.359283447265625,0.0484156608581543
anm226692,anm226695,baseline_subtracted_rate,50,50.0,100,18,0.0038980251143132492,9,18,0.8650436401367188,1.0,1.0
anm226692,anm226695,baseline_subtracted_rate,50,50.0,250,2,-0.10658187192309415,0,2,0.5,0.5,0.6521739130434783
anm226692,anm234230,post_only,10,,0,20,0.0147340648009076,11,20,0.7011814117431641,0.8238029479980469,0.8414176940917969
anm226692,anm234230,post_only,10,,20,20,0.014043597906656399,11,20,0.5958194732666016,0.8238029479980469,0.7618236541748047
anm226692,anm234230,post_only,10,,30,19,0.0084210471071416,10,19,0.8595733642578125,1.0,0.9209714617047992
anm226692,anm234230,post_only,10,,50,19,-0.01228320199144805,9,19,0.76800537109375,1.0,0.8533393012152778
anm226692,anm234230,post_only,10,,100,18,-0.0180450292087564,7,18,0.9661178588867188,0.480682373046875,0.9661178588867188
anm226692,anm234230,post_only,10,,250,3,-0.0928174314796179,0,3,0.25,0.25,0.41767321134868424
anm226692,anm234230,post_only,20,,0,20,0.04537778790958793,12,20,0.2305126190185547,0.5034446716308594,0.41767321134868424
anm226692,anm234230,post_only,20,,20,20,0.037401021865902155,13,20,0.17685317993164062,0.26317596435546875,0.41767321134868424
anm226692,anm234230,post_only,20,,30,19,0.05859437746290575,11,19,0.1336212158203125,0.6476058959960938,0.41767321134868424
anm226692,anm234230,post_only,20,,50,19,0.038010197878541,13,19,0.08742904663085938,0.1670684814453125,0.41767321134868424
anm226692,anm234230,post_only,20,,100,18,0.02889065762054295,11,18,0.2645263671875,0.480682373046875,0.41767321134868424
