path,subject,measure,protraction_mean,retraction_mean,retraction_minus_protraction
sub-anm217330/sub-anm217330_ses-20131126_behavior+icephys+ogen.nwb,anm217330,context_residual,-0.003725801019613932,0.027745037907353037,0.03147083892696697
sub-anm217330/sub-anm217330_ses-20131126_behavior+icephys+ogen.nwb,anm217330,kinematic_residual,-0.004357019140185836,0.030290825456858992,0.03464784459704483
sub-anm226692/sub-anm226692_ses-20140224_behavior+icephys+ogen.nwb,anm226692,raw_spikes_per_touch,0.09876543209876543,0.11842105263157894,0.019655620532813514
sub-anm226692/sub-anm226692_ses-20140224_behavior+icephys+ogen.nwb,anm226692,context_residual,-0.015321764579988652,0.061266899408350554,0.0765886639883392
sub-anm226692/sub-anm226692_ses-20140224_behavior+icephys+ogen.nwb,anm226692,kinematic_residual,-0.01469862498120436,0.05735404270483636,0.07205266768604071
sub-anm226694/sub-anm226694_ses-20140222_obj-1noi7y3_behavior+icephys+ogen.nwb,anm226694,raw_spikes_per_touch,0.11711711711711711,0.2336448598130841,0.116527742695967
sub-anm226694/sub-anm226694_ses-20140222_obj-1noi7y3_behavior+icephys+ogen.nwb,anm226694,context_residual,-0.0612084895500681,0.1861712054326836,0.2473796949827517
sub-anm226694/sub-anm226694_ses-20140222_obj-1noi7y3_behavior+icephys+ogen.nwb,anm226694,kinematic_residual,-0.05360658737074324,0.1633397684321673,0.21694635580291055
sub-anm226694/sub-anm226694_ses-20140222_obj-cj20ns_behavior+icephys+ogen.nwb,anm226694,raw_spikes_per_touch,1.9842105263157894,1.8870967741935485,-0.09711375212224094
sub-anm226694/sub-anm226694_ses-20140222_obj-cj20ns_behavior+icephys+ogen.nwb,anm226694,context_residual,-0.025952813988591436,0.07224128561558377,0.0981940996041752
sub-anm226694/sub-anm226694_ses-20140222_obj-cj20ns_behavior+icephys+ogen.nwb,anm226694,kinematic_residual,-0.0219944818506683,0.023515123809560643,0.04550960566022894
sub-anm226694/sub-anm226694_ses-20140225_behavior+icephys+ogen.nwb,anm226694,raw_spikes_per_touch,0.11684782608695653,0.5087719298245614,0.3919241037376049
sub-anm226694/sub-anm226694_ses-20140225_behavior+icephys+ogen.nwb,anm226694,context_residual,-0.23406805805369185,0.3793770784978798,0.6134451365515716
sub-anm226694/sub-anm226694_ses-20140225_behavior+icephys+ogen.nwb,anm226694,kinematic_residual,-0.18530276710276936,0.3022680933916958,0.4875708604944652
sub-anm226695/sub-anm226695_ses-20140224_obj-1d0uka0_behavior+icephys+ogen.nwb,anm226695,raw_spikes_per_touch,1.2142857142857142,0.8125,-0.4017857142857142
sub-anm226695/sub-anm226695_ses-20140224_obj-1d0uka0_behavior+icephys+ogen.nwb,anm226695,context_residual,0.06554871564282112,-0.356436355004122,-0.42198507064694313
sub-anm226695/sub-anm226695_ses-20140224_obj-1d0uka0_behavior+icephys+ogen.nwb,anm226695,kinematic_residual,0.022064778189384293,-0.13575174385277683,-0.15781652204216112
sub-anm226695/sub-anm226695_ses-20140224_obj-y42tpg_behavior+icephys+ogen.nwb,anm226695,raw_spikes_per_touch,0.32941176470588235,0.0,-0.32941176470588235
sub-anm226695/sub-anm226695_ses-20140224_obj-y42tpg_behavior+icephys+ogen.nwb,anm226695,context_residual,0.043106013117047835,-0.3930388223953645,-0.4361448355124123
sub-anm226695/sub-anm226695_ses-20140224_obj-y42tpg_behavior+icephys+ogen.nwb,anm226695,kinematic_residual,0.04136632806012773,-0.7820390824490095,-0.8234054105091373
sub-anm226695/sub-anm226695_ses-20140225_behavior+icephys+ogen.nwb,anm226695,raw_spikes_per_touch,1.7251908396946565,1.144927536231884,-0.5802633034627724
sub-anm226695/sub-anm226695_ses-20140225_behavior+icephys+ogen.nwb,anm226695,context_residual,0.1750097360947284,-0.20480286663076913,-0.37981260272549755
sub-anm226695/sub-anm226695_ses-20140225_behavior+icephys+ogen.nwb,anm226695,kinematic_residual,0.11083268449991837,-0.07003166773570114,-0.18086435223561953
sub-anm234230/sub-anm234230_ses-20140119_behavior+icephys+ogen.nwb,anm234230,raw_spikes_per_touch,0.20270270270270271,0.07246376811594203,-0.13023893458676067
sub-anm234230/sub-anm234230_ses-20140119_behavior+icephys+ogen.nwb,anm234230,context_residual,0.05796929127344163,-0.24202469153907227,-0.2999939828125139
sub-anm234230/sub-anm234230_ses-20140119_behavior+icephys+ogen.nwb,anm234230,kinematic_residual,0.048679411373682056,-0.19760596107949585,-0.24628537245317791
sub-anm234231/sub-anm234231_ses-20140126_behavior+icephys+ogen.nwb,anm234231,raw_spikes_per_touch,0.23529411764705882,0.1568627450980392,-0.0784313725490196
sub-anm234231/sub-anm234231_ses-20140126_behavior+icephys+ogen.nwb,anm234231,context_residual,0.02307056727530978,-0.06665716493103314,-0.08972773220634292
sub-anm234231/sub-anm234231_ses-20140126_behavior+icephys+ogen.nwb,anm234231,kinematic_residual,0.012884970975531125,-0.036247687046978574,-0.0491326580225097
sub-anm234232/sub-anm234232_ses-20140108_behavior+icephys+ogen.nwb,anm234232,raw_spikes_per_touch,0.42105263157894735,0.42857142857142855,0.007518796992481203
sub-anm234232/sub-anm234232_ses-20140108_behavior+icephys+ogen.nwb,anm234232,context_residual,-0.013448023724459697,0.025483355642082914,0.03893137936654261
sub-anm234232/sub-anm234232_ses-20140108_behavior+icephys+ogen.nwb,anm234232,kinematic_residual,-0.0065949193875666475,-0.0008668672140785816,0.005728052173488066
sub-anm244024/sub-anm244024_ses-20141112_obj-8tj80c_behavior+icephys+ogen.nwb,anm244024,raw_spikes_per_touch,0.23529411764705882,0.12,-0.11529411764705882
sub-anm244024/sub-anm244024_ses-20141112_obj-8tj80c_behavior+icephys+ogen.nwb,anm244024,context_residual,0.04019828773889575,-0.2208104381533779,-0.26100872589227364
sub-anm244024/sub-anm244024_ses-20141112_obj-8tj80c_behavior+icephys+ogen.nwb,anm244024,kinematic_residual,0.027191950472250224,-0.1441474941855897,-0.17133944465783993
sub-anm244025/sub-anm244025_ses-20141026_obj-1q7bmz0_behavior+icephys+ogen.nwb,anm244025,raw_spikes_per_touch,0.09895833333333333,0.14285714285714285,0.04389880952380952
sub-anm244025/sub-anm244025_ses-20141026_obj-1q7bmz0_behavior+icephys+ogen.nwb,anm244025,context_residual,-0.030267009303809336,0.10462874347195315,0.1348957527757625
sub-anm244025/sub-anm244025_ses-20141026_obj-1q7bmz0_behavior+icephys+ogen.nwb,anm244025,kinematic_residual,-0.02537428256432417,0.09548864759728584,0.12086293016161001
sub-anm244025/sub-anm244025_ses-20141026_obj-gspsia_behavior+icephys+ogen.nwb,anm244025,raw_spikes_per_touch,0.06,0.5882352941176471,0.5282352941176471
sub-anm244025/sub-anm244025_ses-20141026_obj-gspsia_behavior+icephys+ogen.nwb,anm244025,context_residual,-0.292856957382273,0.8652139613951264,1.1580709187773994
sub-anm244025/sub-anm244025_ses-20141026_obj-gspsia_behavior+icephys+ogen.nwb,anm244025,kinematic_residual,-0.22242726161434104,0.6561841390890563,0.8786114007033973
sub-anm244028/sub-anm244028_ses-20141021_obj-15ygrjz_behavior+icephys+ogen.nwb,anm244028,raw_spikes_per_touch,0.45714285714285713,1.0869565217391304,0.6298136645962733
sub-anm244028/sub-anm244028_ses-20141021_obj-15ygrjz_behavior+icephys+ogen.nwb,anm244028,context_residual,-0.1382095435469408,0.6459013295765663,0.7841108731235071
sub-anm244028/sub-anm244028_ses-20141021_obj-15ygrjz_behavior+icephys+ogen.nwb,anm244028,kinematic_residual,-0.0838264810971025,0.5370999528659424,0.6209264339630449
sub-anm244028/sub-anm244028_ses-20141021_obj-1a5sqoc_behavior+icephys+ogen.nwb,anm244028,raw_spikes_per_touch,2.4909090909090907,2.6666666666666665,0.17575757575757578
sub-anm244028/sub-anm244028_ses-20141021_obj-1a5sqoc_behavior+icephys+ogen.nwb,anm244028,context_residual,-0.10203523490636593,0.05449978856946982,0.15653502347583576
sub-anm244028/sub-anm244028_ses-20141021_obj-1a5sqoc_behavior+icephys+ogen.nwb,anm244028,kinematic_residual,-0.04248418544712631,0.10067893142852871,0.14316311687565503
sub-anm244028/sub-anm244028_ses-20141022_behavior+icephys+ogen.nwb,anm244028,raw_spikes_per_touch,0.45161290322580644,0.18518518518518517,-0.26642771804062126
sub-anm244028/sub-anm244028_ses-20141022_behavior+icephys+ogen.nwb,anm244028,context_residual,0.12453469673822942,-0.30244709466444397,-0.4269817914026734
sub-anm244028/sub-anm244028_ses-20141022_behavior+icephys+ogen.nwb,anm244028,kinematic_residual,0.07046109375623348,-0.19034871369590395,-0.26080980745213744
sub-anm266945/sub-anm266945_ses-20141221_behavior+icephys+ogen.nwb,anm266945,raw_spikes_per_touch,1.5555555555555556,1.8888888888888888,0.33333333333333326
sub-anm266945/sub-anm266945_ses-20141221_behavior+icephys+ogen.nwb,anm266945,context_residual,-0.08245077549009942,0.18604624840909645,0.2684970238991959
sub-anm266945/sub-anm266945_ses-20141221_behavior+icephys+ogen.nwb,anm266945,kinematic_residual,-0.03599415021172441,0.16851593088982397,0.2045100811015484
sub-anm266945/sub-anm266945_ses-20141222_obj-14qffnp_behavior+icephys+ogen.nwb,anm266945,raw_spikes_per_touch,1.096875,1.0344827586206897,-0.06239224137931032
sub-anm266945/sub-anm266945_ses-20141222_obj-14qffnp_behavior+icephys+ogen.nwb,anm266945,context_residual,0.016536236606254306,-0.0978524634900714,-0.11438870009632571
sub-anm266945/sub-anm266945_ses-20141222_obj-14qffnp_behavior+icephys+ogen.nwb,anm266945,kinematic_residual,-0.0021387982773969417,-0.012928391518367388,-0.010789593240970447
sub-anm266945/sub-anm266945_ses-20141222_obj-1574tgg_behavior+icephys+ogen.nwb,anm266945,raw_spikes_per_touch,0.5058823529411764,0.5384615384615384,0.032579185520361986
sub-anm266945/sub-anm266945_ses-20141222_obj-1574tgg_behavior+icephys+ogen.nwb,anm266945,context_residual,0.008152963232515383,-0.03919067845039662,-0.047343641682912004
sub-anm266945/sub-anm266945_ses-20141222_obj-1574tgg_behavior+icephys+ogen.nwb,anm266945,kinematic_residual,-0.024216925260764598,0.0349091683018525,0.059126093562617096
sub-jf35892/sub-jf35892_ses-20100219_behavior+icephys.nwb,jf35892,raw_spikes_per_touch,0.2556053811659193,1.2871287128712872,1.0315233317053678
sub-jf35892/sub-jf35892_ses-20100219_behavior+icephys.nwb,jf35892,context_residual,-0.19968952018616826,0.45774762625463905,0.6574371464408073
sub-jf35892/sub-jf35892_ses-20100219_behavior+icephys.nwb,jf35892,kinematic_residual,-0.14281311348464368,0.31876882779052323,0.46158194127516694
sub-jf35892/sub-jf35892_ses-20100308_behavior+icephys.nwb,jf35892,raw_spikes_per_touch,0.65814696485623,0.4460093896713615,-0.21213757518486853
sub-jf35892/sub-jf35892_ses-20100308_behavior+icephys.nwb,jf35892,context_residual,0.0981465864371348,-0.13589091746162565,-0.23403750389876044
sub-jf35892/sub-jf35892_ses-20100308_behavior+icephys.nwb,jf35892,kinematic_residual,0.0710338481882833,-0.09599582007853114,-0.16702966826681442
sub-jf35892/sub-jf35892_ses-20100310_behavior+icephys.nwb,jf35892,raw_spikes_per_touch,0.3434650455927052,0.05217391304347826,-0.29129113254922695
sub-jf35892/sub-jf35892_ses-20100310_behavior+icephys.nwb,jf35892,context_residual,0.11968842018935891,-0.33587820124163525,-0.45556662143099413
sub-jf35892/sub-jf35892_ses-20100310_behavior+icephys.nwb,jf35892,kinematic_residual,0.08830490655265714,-0.24807381383905253,-0.3363787203917097
sub-jf37166/sub-jf37166_ses-20100304_behavior+icephys.nwb,jf37166,raw_spikes_per_touch,0.48917748917748916,0.6,0.11082251082251082
sub-jf37166/sub-jf37166_ses-20100304_behavior+icephys.nwb,jf37166,context_residual,-0.0020393257721551894,0.039460071390417004,0.04149939716257219
sub-jf37166/sub-jf37166_ses-20100304_behavior+icephys.nwb,jf37166,kinematic_residual,0.003558915204554162,-0.007873185837604246,-0.011432101042158409
