path,subject,n_events,n_protraction,n_retraction,base_predictive_score,phase_predictive_score,delta_predictive_score,analysis,response_window_ms,minimum_neighbor_ms,regularization_strength,n_selected_events,n_sessions,n_subjects,n_modeled_events,median_delta_predictive_score,mean_delta_predictive_score,n_positive,n_nonzero,p_two_sided,p_sign_two_sided,ci_low,ci_high
sub-anm234231/sub-anm234231_ses-20140126_behavior+icephys+ogen.nwb,anm234231,238,187,51,0.03932891374441927,0.03715400736899643,-0.002174906375422836,continuous_amplitude_by_phase_interaction,50,50,1.0,12773,35,20,12296,0.0025200494102341486,0.009839701537089542,14,20,0.029575347900390625,0.11531829833984375,-0.00017424507033744763,0.015030953691300197
sub-anm234232/sub-anm234232_ses-20140108_behavior+icephys+ogen.nwb,anm234232,319,228,91,0.07017075300513209,0.075263086901045,0.005092333895912904,continuous_amplitude_by_phase_interaction,50,50,1.0,12773,35,20,12296,0.0025200494102341486,0.009839701537089542,14,20,0.029575347900390625,0.11531829833984375,-0.00017424507033744763,0.015030953691300197
sub-anm244024/sub-anm244024_ses-20141112_obj-8tj80c_behavior+icephys+ogen.nwb,anm244024,161,136,25,0.005587375597771005,0.008210416890839678,0.002623041293068673,continuous_amplitude_by_phase_interaction,50,50,1.0,12773,35,20,12296,0.0025200494102341486,0.009839701537089542,14,20,0.029575347900390625,0.11531829833984375,-0.00017424507033744763,0.015030953691300197
sub-anm244025/sub-anm244025_ses-20141026_obj-1q7bmz0_behavior+icephys+ogen.nwb,anm244025,248,192,56,0.04841111303725065,0.04632555508955516,-0.0020855579476954933,continuous_amplitude_by_phase_interaction,50,50,1.0,12773,35,20,12296,0.0025200494102341486,0.009839701537089542,14,20,0.029575347900390625,0.11531829833984375,-0.00017424507033744763,0.015030953691300197
sub-anm244025/sub-anm244025_ses-20141026_obj-gspsia_behavior+icephys+ogen.nwb,anm244025,134,100,34,0.2079818922974609,0.23723720262758963,0.029255310330128736,continuous_amplitude_by_phase_interaction,50,50,1.0,12773,35,20,12296,0.0025200494102341486,0.009839701537089542,14,20,0.029575347900390625,0.11531829833984375,-0.00017424507033744763,0.015030953691300197
sub-anm244028/sub-anm244028_ses-20141021_obj-15ygrjz_behavior+icephys+ogen.nwb,anm244028,128,105,23,0.17044959331858167,0.1536128957602756,-0.01683669755830608,continuous_amplitude_by_phase_interaction,50,50,1.0,12773,35,20,12296,0.0025200494102341486,0.009839701537089542,14,20,0.029575347900390625,0.11531829833984375,-0.00017424507033744763,0.015030953691300197
sub-anm244028/sub-anm244028_ses-20141021_obj-1a5sqoc_behavior+icephys+ogen.nwb,anm244028,97,55,42,-0.13349447770699907,-0.16588599200520981,-0.032391514298210744,continuous_amplitude_by_phase_interaction,50,50,1.0,12773,35,20,12296,0.0025200494102341486,0.009839701537089542,14,20,0.029575347900390625,0.11531829833984375,-0.00017424507033744763,0.015030953691300197
sub-anm244028/sub-anm244028_ses-20141022_behavior+icephys+ogen.nwb,anm244028,89,62,27,0.05352737796779805,0.08011564966149187,0.02658827169369382,continuous_amplitude_by_phase_interaction,50,50,1.0,12773,35,20,12296,0.0025200494102341486,0.009839701537089542,14,20,0.029575347900390625,0.11531829833984375,-0.00017424507033744763,0.015030953691300197
sub-anm266945/sub-anm266945_ses-20141221_behavior+icephys+ogen.nwb,anm266945,243,171,72,-0.022305712968832436,-0.0008457138203965542,0.021459999148435882,continuous_amplitude_by_phase_interaction,50,50,1.0,12773,35,20,12296,0.0025200494102341486,0.009839701537089542,14,20,0.029575347900390625,0.11531829833984375,-0.00017424507033744763,0.015030953691300197
sub-anm266945/sub-anm266945_ses-20141222_obj-14qffnp_behavior+icephys+ogen.nwb,anm266945,378,320,58,0.39623735910405566,0.3928353268734489,-0.003402032230606755,continuous_amplitude_by_phase_interaction,50,50,1.0,12773,35,20,12296,0.0025200494102341486,0.009839701537089542,14,20,0.029575347900390625,0.11531829833984375,-0.00017424507033744763,0.015030953691300197
sub-anm266945/sub-anm266945_ses-20141222_obj-1574tgg_behavior+icephys+ogen.nwb,anm266945,111,85,26,0.17670091361725604,0.1637413044636431,-0.012959609153612939,continuous_amplitude_by_phase_interaction,50,50,1.0,12773,35,20,12296,0.0025200494102341486,0.009839701537089542,14,20,0.029575347900390625,0.11531829833984375,-0.00017424507033744763,0.015030953691300197
sub-jf35892/sub-jf35892_ses-20100219_behavior+icephys.nwb,jf35892,324,223,101,0.29193416983377585,0.3173704702383271,0.02543630040455125,continuous_amplitude_by_phase_interaction,50,50,1.0,12773,35,20,12296,0.0025200494102341486,0.009839701537089542,14,20,0.029575347900390625,0.11531829833984375,-0.00017424507033744763,0.015030953691300197
sub-jf35892/sub-jf35892_ses-20100308_behavior+icephys.nwb,jf35892,526,313,213,0.13526402681271188,0.1407657180559454,0.00550169124323352,continuous_amplitude_by_phase_interaction,50,50,1.0,12773,35,20,12296,0.0025200494102341486,0.009839701537089542,14,20,0.029575347900390625,0.11531829833984375,-0.00017424507033744763,0.015030953691300197
sub-jf35892/sub-jf35892_ses-20100310_behavior+icephys.nwb,jf35892,444,329,115,0.1717176224871798,0.203764692543558,0.03204707005637819,continuous_amplitude_by_phase_interaction,50,50,1.0,12773,35,20,12296,0.0025200494102341486,0.009839701537089542,14,20,0.029575347900390625,0.11531829833984375,-0.00017424507033744763,0.015030953691300197
sub-jf37166/sub-jf37166_ses-20100304_behavior+icephys.nwb,jf37166,251,231,20,0.1788001915581986,0.18017674360550506,0.0013765520473064674,continuous_amplitude_by_phase_interaction,50,50,1.0,12773,35,20,12296,0.0025200494102341486,0.009839701537089542,14,20,0.029575347900390625,0.11531829833984375,-0.00017424507033744763,0.015030953691300197
